id,name,score1,score2
2397,Student_2397,99,78
2398,Student_2398,51,54
2399,Student_2399,86,56
2400,Student_2400,100,66
2401,Student_2401,83,52
2402,Student_2402,67,58
2403,Student_2403,50,77
2404,Student_2404,56,91
2405,Student_2405,90,74
2406,Student_2406,75,68
2407,Student_2407,71,71
2408,Student_2408,57,74
2409,Student_2409,57,70
2410,Student_2410,85,66
2411,Student_2411,95,87
2412,Student_2412,72,83
2413,Student_2413,95,65
2414,Student_2414,55,64
2415,Student_2415,81,50
2416,Student_2416,83,58
2417,Student_2417,88,52
2418,Student_2418,53,73
2419,Student_2419,69,68
2420,Student_2420,66,54
2421,Student_2421,55,81
2422,Student_2422,79,70
2423,Student_2423,88,88
2424,Student_2424,75,57
2425,Student_2425,70,97
2426,Student_2426,54,73
2427,Student_2427,74,61
2428,Student_2428,67,91
2429,Student_2429,85,82
2430,Student_2430,61,80
2431,Student_2431,56,69
2432,Student_2432,76,65
2433,Student_2433,50,58
2434,Student_2434,99,90
2435,Student_2435,61,84
2436,Student_2436,67,57
2437,Student_2437,59,79
2438,Student_2438,83,74
2439,Student_2439,66,79
2440,Student_2440,90,58
2441,Student_2441,77,67
2442,Student_2442,82,73
2443,Student_2443,63,85
2444,Student_2444,95,64
2445,Student_2445,74,79
2446,Student_2446,59,77
2447,Student_2447,91,56
2448,Student_2448,75,83
2449,Student_2449,56,95
2450,Student_2450,74,85
2451,Student_2451,72,69
2452,Student_2452,84,77
2453,Student_2453,75,78
2454,Student_2454,70,71
2455,Student_2455,97,50
2456,Student_2456,97,79
2457,Student_2457,70,62
2458,Student_2458,85,66
2459,Student_2459,97,62
2460,Student_2460,96,65
2461,Student_2461,65,85
2462,Student_2462,50,64
2463,Student_2463,64,98
2464,Student_2464,74,70
2465,Student_2465,94,63
2466,Student_2466,79,68
2467,Student_2467,60,64
2468,Student_2468,83,79
2469,Student_2469,87,87
2470,Student_2470,91,50
2471,Student_2471,57,71
2472,Student_2472,53,89
2473,Student_2473,89,72
2474,Student_2474,71,60
2475,Student_2475,98,75
2476,Student_2476,58,75
2477,Student_2477,52,90
2478,Student_2478,54,50
2479,Student_2479,86,60
2480,Student_2480,83,91
2481,Student_2481,90,59
2482,Student_2482,100,56
2483,Student_2483,81,50
2484,Student_2484,73,82
2485,Student_2485,89,69
2486,Student_2486,56,95
2487,Student_2487,84,85
2488,Student_2488,90,77
2489,Student_2489,66,69
2490,Student_2490,51,66
2491,Student_2491,63,57
2492,Student_2492,98,50
2493,Student_2493,67,64
2494,Student_2494,72,52
2495,Student_2495,56,60
2496,Student_2496,51,68
2497,Student_2497,81,56
2498,Student_2498,91,71
2499,Student_2499,91,59
2500,Student_2500,52,77
2501,Student_2501,61,99
2502,Student_2502,73,67
2503,Student_2503,85,89
2504,Student_2504,70,91
2505,Student_2505,55,67
2506,Student_2506,81,50
2507,Student_2507,90,79
2508,Student_2508,80,81
2509,Student_2509,51,76
2510,Student_2510,81,79
2511,Student_2511,52,77
2512,Student_2512,83,71
2513,Student_2513,94,98
2514,Student_2514,85,77
2515,Student_2515,59,51
2516,Student_2516,92,57
2517,Student_2517,75,52
2518,Student_2518,95,55
2519,Student_2519,57,59
2520,Student_2520,74,57
2521,Student_2521,93,81
2522,Student_2522,61,91
2523,Student_2523,53,100
2524,Student_2524,56,60
2525,Student_2525,83,72
2526,Student_2526,96,52
2527,Student_2527,62,54
2528,Student_2528,74,52
2529,Student_2529,59,58
2530,Student_2530,100,53
2531,Student_2531,78,77
2532,Student_2532,74,79
2533,Student_2533,83,58
2534,Student_2534,89,92
2535,Student_2535,74,82
2536,Student_2536,71,92
2537,Student_2537,93,62
2538,Student_2538,92,80
2539,Student_2539,76,76
2540,Student_2540,54,88
2541,Student_2541,62,66
2542,Student_2542,73,75
2543,Student_2543,69,84
2544,Student_2544,65,55
2545,Student_2545,60,55
2546,Student_2546,88,99
2547,Student_2547,67,61
2548,Student_2548,57,64
2549,Student_2549,56,71
2550,Student_2550,76,52
2551,Student_2551,58,94
2552,Student_2552,67,59
2553,Student_2553,98,72
2554,Student_2554,87,67
2555,Student_2555,75,74
2556,Student_2556,72,82
2557,Student_2557,60,72
2558,Student_2558,51,94
2559,Student_2559,87,92
2560,Student_2560,68,92
2561,Student_2561,66,72
2562,Student_2562,99,92
2563,Student_2563,90,77
2564,Student_2564,57,79
2565,Student_2565,50,71
2566,Student_2566,53,96
2567,Student_2567,79,89
2568,Student_2568,95,95
2569,Student_2569,85,94
2570,Student_2570,99,76
2571,Student_2571,56,88
2572,Student_2572,99,86
2573,Student_2573,62,94
2574,Student_2574,75,76
2575,Student_2575,79,71
2576,Student_2576,73,94
2577,Student_2577,96,80
2578,Student_2578,100,93
2579,Student_2579,87,54
2580,Student_2580,57,81
2581,Student_2581,77,75
2582,Student_2582,58,94
2583,Student_2583,55,53
2584,Student_2584,85,59
2585,Student_2585,69,74
2586,Student_2586,54,58
2587,Student_2587,54,79
2588,Student_2588,80,60
2589,Student_2589,51,78
2590,Student_2590,91,59
2591,Student_2591,62,63
2592,Student_2592,72,91
2593,Student_2593,65,55
2594,Student_2594,80,54
2595,Student_2595,76,66
2596,Student_2596,51,83
2597,Student_2597,83,87
2598,Student_2598,71,93
2599,Student_2599,77,73
2600,Student_2600,57,86
2601,Student_2601,63,59
2602,Student_2602,52,95
2603,Student_2603,79,95
2604,Student_2604,58,52
2605,Student_2605,62,72
2606,Student_2606,51,80
2607,Student_2607,91,67
2608,Student_2608,54,69
2609,Student_2609,96,90
2610,Student_2610,67,60
2611,Student_2611,67,77
2612,Student_2612,84,78
2613,Student_2613,72,79
2614,Student_2614,73,52
2615,Student_2615,88,78
2616,Student_2616,69,99
2617,Student_2617,87,79
2618,Student_2618,52,61
2619,Student_2619,52,86
2620,Student_2620,64,74
2621,Student_2621,73,67
2622,Student_2622,65,85
2623,Student_2623,96,60
2624,Student_2624,58,98
2625,Student_2625,86,69
2626,Student_2626,89,76
2627,Student_2627,64,79
2628,Student_2628,53,73
2629,Student_2629,98,50
2630,Student_2630,78,98
2631,Student_2631,89,77
2632,Student_2632,67,61
2633,Student_2633,64,63
2634,Student_2634,87,86
2635,Student_2635,84,98
2636,Student_2636,70,53
2637,Student_2637,97,68
2638,Student_2638,79,91
2639,Student_2639,99,78
2640,Student_2640,56,76
2641,Student_2641,100,78
2642,Student_2642,56,81
2643,Student_2643,68,70
2644,Student_2644,71,71
2645,Student_2645,84,69
2646,Student_2646,95,97
2647,Student_2647,60,88
2648,Student_2648,52,72
2649,Student_2649,77,96
2650,Student_2650,89,96
2651,Student_2651,67,79
2652,Student_2652,99,52
2653,Student_2653,86,76
2654,Student_2654,78,54
2655,Student_2655,52,59
2656,Student_2656,73,79
2657,Student_2657,84,88
2658,Student_2658,77,65
2659,Student_2659,98,55
2660,Student_2660,91,79
2661,Student_2661,90,89
2662,Student_2662,61,70
2663,Student_2663,67,64
2664,Student_2664,91,64
2665,Student_2665,58,58
2666,Student_2666,85,78
2667,Student_2667,63,89
2668,Student_2668,54,71
2669,Student_2669,57,52
2670,Student_2670,95,66
2671,Student_2671,78,78
2672,Student_2672,59,56
2673,Student_2673,54,61
2674,Student_2674,83,75
2675,Student_2675,86,81
2676,Student_2676,98,86
2677,Student_2677,51,100
2678,Student_2678,69,58
2679,Student_2679,83,67
2680,Student_2680,52,66
2681,Student_2681,56,59
2682,Student_2682,100,80
2683,Student_2683,54,75
2684,Student_2684,86,90
2685,Student_2685,72,82
2686,Student_2686,64,74
2687,Student_2687,97,53
2688,Student_2688,59,77
2689,Student_2689,75,92
2690,Student_2690,85,50
2691,Student_2691,81,64
2692,Student_2692,81,100
2693,Student_2693,95,97
2694,Student_2694,53,99
2695,Student_2695,58,70
2696,Student_2696,94,81
2697,Student_2697,62,97
2698,Student_2698,98,78
2699,Student_2699,97,90
2700,Student_2700,80,64
2701,Student_2701,99,51
2702,Student_2702,60,59
2703,Student_2703,58,95
2704,Student_2704,68,91
2705,Student_2705,99,77
2706,Student_2706,65,64
2707,Student_2707,99,85
2708,Student_2708,84,95
2709,Student_2709,86,64
2710,Student_2710,80,61
2711,Student_2711,84,86
2712,Student_2712,90,92
2713,Student_2713,84,98
2714,Student_2714,68,87
2715,Student_2715,75,60
2716,Student_2716,99,86
2717,Student_2717,68,68
2718,Student_2718,54,59
2719,Student_2719,72,79
2720,Student_2720,62,99
2721,Student_2721,68,51
2722,Student_2722,57,82
2723,Student_2723,69,97
2724,Student_2724,64,65
2725,Student_2725,90,100
2726,Student_2726,96,61
2727,Student_2727,90,64
2728,Student_2728,58,100
2729,Student_2729,55,58
2730,Student_2730,99,67
2731,Student_2731,74,58
2732,Student_2732,96,97
2733,Student_2733,88,86
2734,Student_2734,100,73
2735,Student_2735,92,74
2736,Student_2736,90,63
2737,Student_2737,84,95
2738,Student_2738,57,84
2739,Student_2739,56,91
2740,Student_2740,75,87
2741,Student_2741,83,70
2742,Student_2742,97,61
2743,Student_2743,95,61
2744,Student_2744,67,80
2745,Student_2745,66,69
2746,Student_2746,91,75
2747,Student_2747,77,83
2748,Student_2748,50,67
2749,Student_2749,76,64
2750,Student_2750,99,69
2751,Student_2751,59,58
2752,Student_2752,84,99
2753,Student_2753,52,70
2754,Student_2754,78,94
2755,Student_2755,59,52
2756,Student_2756,81,95
2757,Student_2757,90,53
2758,Student_2758,57,92
2759,Student_2759,82,88
2760,Student_2760,58,51
2761,Student_2761,72,80
2762,Student_2762,83,99
2763,Student_2763,59,64
2764,Student_2764,96,69
2765,Student_2765,84,54
2766,Student_2766,79,53
2767,Student_2767,97,75
2768,Student_2768,58,61
2769,Student_2769,92,71
2770,Student_2770,75,58
2771,Student_2771,57,88
2772,Student_2772,75,90
2773,Student_2773,55,58
2774,Student_2774,61,60
2775,Student_2775,73,89
2776,Student_2776,84,62
2777,Student_2777,96,59
2778,Student_2778,96,58
2779,Student_2779,77,100
2780,Student_2780,94,57
2781,Student_2781,77,94
2782,Student_2782,55,92
2783,Student_2783,59,96
2784,Student_2784,85,53
2785,Student_2785,68,69
2786,Student_2786,66,72
2787,Student_2787,85,74
2788,Student_2788,60,79
2789,Student_2789,98,76
2790,Student_2790,98,58
2791,Student_2791,63,82
2792,Student_2792,51,73
2793,Student_2793,92,59
2794,Student_2794,87,55
2795,Student_2795,87,61
2796,Student_2796,59,94
2797,Student_2797,89,76
2798,Student_2798,56,65
2799,Student_2799,94,54
2800,Student_2800,78,59
2801,Student_2801,57,99
2802,Student_2802,77,98
2803,Student_2803,95,53
2804,Student_2804,85,89
2805,Student_2805,100,88
2806,Student_2806,57,69
2807,Student_2807,87,94
2808,Student_2808,89,100
2809,Student_2809,88,54
2810,Student_2810,68,51
2811,Student_2811,83,60
2812,Student_2812,55,85
2813,Student_2813,57,50
2814,Student_2814,65,92
2815,Student_2815,74,54
2816,Student_2816,91,87
2817,Student_2817,51,73
2818,Student_2818,52,51
2819,Student_2819,67,96
2820,Student_2820,72,56
2821,Student_2821,91,98
2822,Student_2822,66,90
2823,Student_2823,58,53
2824,Student_2824,71,99
2825,Student_2825,93,86
2826,Student_2826,62,93
2827,Student_2827,53,58
2828,Student_2828,74,89
2829,Student_2829,80,100
2830,Student_2830,63,68
2831,Student_2831,70,51
2832,Student_2832,98,66
2833,Student_2833,64,88
2834,Student_2834,74,51
2835,Student_2835,89,89
2836,Student_2836,53,82
2837,Student_2837,60,74
2838,Student_2838,67,91
2839,Student_2839,99,79
2840,Student_2840,87,64
2841,Student_2841,61,52
2842,Student_2842,93,79
2843,Student_2843,85,56
2844,Student_2844,78,71
2845,Student_2845,63,92
2846,Student_2846,100,92
2847,Student_2847,56,90
2848,Student_2848,62,96
2849,Student_2849,70,69
2850,Student_2850,71,74
2851,Student_2851,86,51
2852,Student_2852,99,99
2853,Student_2853,91,64
2854,Student_2854,58,84
2855,Student_2855,82,64
2856,Student_2856,63,64
2857,Student_2857,89,93
2858,Student_2858,70,78
2859,Student_2859,56,78
2860,Student_2860,94,51
2861,Student_2861,65,80
2862,Student_2862,59,92
2863,Student_2863,57,53
2864,Student_2864,51,93
2865,Student_2865,78,72
2866,Student_2866,91,72
2867,Student_2867,53,61
2868,Student_2868,77,67
2869,Student_2869,74,65
2870,Student_2870,57,64
2871,Student_2871,94,85
2872,Student_2872,94,74
2873,Student_2873,74,86
2874,Student_2874,78,87
2875,Student_2875,80,73
2876,Student_2876,72,57
2877,Student_2877,66,98
2878,Student_2878,55,72
2879,Student_2879,96,54
2880,Student_2880,70,62
2881,Student_2881,64,99
2882,Student_2882,95,81
2883,Student_2883,83,91
2884,Student_2884,72,99
2885,Student_2885,82,65
2886,Student_2886,68,95
2887,Student_2887,71,52
2888,Student_2888,61,95
2889,Student_2889,74,62
2890,Student_2890,91,53
2891,Student_2891,88,86
2892,Student_2892,69,82
2893,Student_2893,96,57
2894,Student_2894,93,90
2895,Student_2895,66,71
2896,Student_2896,82,91
2897,Student_2897,74,64
2898,Student_2898,89,91
2899,Student_2899,69,90
2900,Student_2900,77,84
2901,Student_2901,85,81
2902,Student_2902,92,91
2903,Student_2903,73,60
2904,Student_2904,76,54
2905,Student_2905,61,98
2906,Student_2906,50,60
2907,Student_2907,82,76
2908,Student_2908,66,55
2909,Student_2909,64,81
2910,Student_2910,86,90
2911,Student_2911,80,59
2912,Student_2912,69,61
2913,Student_2913,75,85
2914,Student_2914,89,68
2915,Student_2915,83,78
2916,Student_2916,65,91
2917,Student_2917,96,85
2918,Student_2918,70,75
2919,Student_2919,62,85
2920,Student_2920,99,88
2921,Student_2921,51,83
2922,Student_2922,59,89
2923,Student_2923,88,98
2924,Student_2924,94,78
2925,Student_2925,58,100
2926,Student_2926,93,69
2927,Student_2927,63,74
2928,Student_2928,75,55
2929,Student_2929,58,86
2930,Student_2930,70,50
2931,Student_2931,67,91
2932,Student_2932,76,83
2933,Student_2933,55,67
2934,Student_2934,82,50
2935,Student_2935,70,94
2936,Student_2936,64,51
2937,Student_2937,51,54
2938,Student_2938,77,91
2939,Student_2939,84,78
2940,Student_2940,71,52
2941,Student_2941,66,78
2942,Student_2942,79,69
2943,Student_2943,97,61
2944,Student_2944,91,87
2945,Student_2945,64,77
2946,Student_2946,52,60
2947,Student_2947,83,74
2948,Student_2948,53,71
2949,Student_2949,99,96
2950,Student_2950,87,98
2951,Student_2951,61,97
2952,Student_2952,73,51
2953,Student_2953,68,71
2954,Student_2954,83,52
2955,Student_2955,94,89
2956,Student_2956,81,66
2957,Student_2957,62,61
2958,Student_2958,70,51
2959,Student_2959,84,68
2960,Student_2960,70,53
2961,Student_2961,81,59
2962,Student_2962,65,97
2963,Student_2963,50,59
2964,Student_2964,60,95
2965,Student_2965,99,59
2966,Student_2966,88,64
2967,Student_2967,75,95
2968,Student_2968,57,59
2969,Student_2969,88,57
2970,Student_2970,63,64
2971,Student_2971,60,61
2972,Student_2972,96,69
2973,Student_2973,53,72
2974,Student_2974,71,76
2975,Student_2975,75,78
2976,Student_2976,58,93
2977,Student_2977,52,95
2978,Student_2978,86,54
2979,Student_2979,97,72
2980,Student_2980,78,75
2981,Student_2981,62,64
2982,Student_2982,86,76
2983,Student_2983,55,56
2984,Student_2984,51,83
2985,Student_2985,86,90
2986,Student_2986,62,68
2987,Student_2987,85,84
2988,Student_2988,98,72
2989,Student_2989,79,53
2990,Student_2990,65,93
2991,Student_2991,94,63
2992,Student_2992,98,73
2993,Student_2993,65,62
2994,Student_2994,88,72
2995,Student_2995,53,96
2996,Student_2996,73,58
2997,Student_2997,74,94
2998,Student_2998,83,85
2999,Student_2999,91,60
3000,Student_3000,51,96
3001,Student_3001,78,90
3002,Student_3002,78,82
3003,Student_3003,93,87
3004,Student_3004,91,94
3005,Student_3005,62,54
3006,Student_3006,77,89
3007,Student_3007,74,53
3008,Student_3008,74,69
3009,Student_3009,51,62
3010,Student_3010,96,88
3011,Student_3011,52,84
3012,Student_3012,90,64
3013,Student_3013,60,78
3014,Student_3014,62,69
3015,Student_3015,69,69
3016,Student_3016,85,96
3017,Student_3017,61,91
3018,Student_3018,72,79
3019,Student_3019,55,85
3020,Student_3020,67,83
3021,Student_3021,51,91
3022,Student_3022,99,77
3023,Student_3023,54,76
3024,Student_3024,78,90
3025,Student_3025,73,55
3026,Student_3026,98,69
3027,Student_3027,83,72
3028,Student_3028,56,71
3029,Student_3029,81,90
3030,Student_3030,95,52
3031,Student_3031,96,85
3032,Student_3032,82,91
3033,Student_3033,73,70
3034,Student_3034,72,62
3035,Student_3035,67,83
3036,Student_3036,58,53
3037,Student_3037,95,82
3038,Student_3038,70,98
3039,Student_3039,57,73
3040,Student_3040,90,91
3041,Student_3041,72,93
3042,Student_3042,55,51
3043,Student_3043,73,80
3044,Student_3044,91,57
3045,Student_3045,70,98
3046,Student_3046,89,86
3047,Student_3047,81,57
3048,Student_3048,65,98
3049,Student_3049,60,99
3050,Student_3050,87,53
3051,Student_3051,62,83
3052,Student_3052,92,61
3053,Student_3053,80,99
3054,Student_3054,51,53
3055,Student_3055,76,98
3056,Student_3056,89,74
3057,Student_3057,92,56
3058,Student_3058,89,65
3059,Student_3059,76,71
3060,Student_3060,52,79
3061,Student_3061,84,94
3062,Student_3062,76,57
3063,Student_3063,56,90
3064,Student_3064,62,100
3065,Student_3065,61,73
3066,Student_3066,54,88
3067,Student_3067,96,67
3068,Student_3068,87,93
3069,Student_3069,75,66
3070,Student_3070,72,78
3071,Student_3071,87,59
3072,Student_3072,94,63
3073,Student_3073,92,69
3074,Student_3074,99,78
3075,Student_3075,74,67
3076,Student_3076,75,65
3077,Student_3077,72,64
3078,Student_3078,79,70
3079,Student_3079,66,60
3080,Student_3080,69,93
3081,Student_3081,77,80
3082,Student_3082,84,80
3083,Student_3083,54,90
3084,Student_3084,97,53
3085,Student_3085,58,67
3086,Student_3086,78,58
3087,Student_3087,83,69
3088,Student_3088,72,63
3089,Student_3089,84,100
3090,Student_3090,81,100
3091,Student_3091,59,67
3092,Student_3092,66,63
3093,Student_3093,60,82
3094,Student_3094,74,62
3095,Student_3095,99,52
3096,Student_3096,56,83
3097,Student_3097,83,68
3098,Student_3098,99,67
3099,Student_3099,100,58
3100,Student_3100,85,63
3101,Student_3101,92,50
3102,Student_3102,88,87
3103,Student_3103,89,73
3104,Student_3104,52,93
3105,Student_3105,76,91
3106,Student_3106,99,88
3107,Student_3107,63,55
3108,Student_3108,86,82
3109,Student_3109,82,96
3110,Student_3110,100,76
3111,Student_3111,72,79
3112,Student_3112,66,59
3113,Student_3113,94,76
3114,Student_3114,71,66
3115,Student_3115,59,81
3116,Student_3116,64,55
3117,Student_3117,68,61
3118,Student_3118,53,69
3119,Student_3119,89,60
3120,Student_3120,79,67
3121,Student_3121,99,77
3122,Student_3122,83,76
3123,Student_3123,62,74
3124,Student_3124,92,57
3125,Student_3125,93,87
3126,Student_3126,73,63
3127,Student_3127,93,81
3128,Student_3128,74,77
3129,Student_3129,75,70
3130,Student_3130,51,97
3131,Student_3131,99,70
3132,Student_3132,84,82
3133,Student_3133,56,77
3134,Student_3134,92,57
3135,Student_3135,53,51
3136,Student_3136,98,61
3137,Student_3137,57,65
3138,Student_3138,51,81
3139,Student_3139,94,54
3140,Student_3140,72,52
3141,Student_3141,79,89
3142,Student_3142,59,50
3143,Student_3143,52,76
3144,Student_3144,64,80
3145,Student_3145,55,92
3146,Student_3146,97,51
3147,Student_3147,82,66
3148,Student_3148,98,86
3149,Student_3149,81,65
3150,Student_3150,63,98
3151,Student_3151,73,58
3152,Student_3152,67,53
3153,Student_3153,53,56
3154,Student_3154,94,61
3155,Student_3155,57,83
3156,Student_3156,89,89
3157,Student_3157,64,82
3158,Student_3158,65,79
3159,Student_3159,76,82
3160,Student_3160,56,87
3161,Student_3161,57,61
3162,Student_3162,67,100
3163,Student_3163,65,52
3164,Student_3164,69,62
3165,Student_3165,92,88
3166,Student_3166,81,61
3167,Student_3167,81,89
3168,Student_3168,73,55
3169,Student_3169,96,53
3170,Student_3170,98,88
3171,Student_3171,93,61
3172,Student_3172,62,53
3173,Student_3173,55,62
3174,Student_3174,79,69
3175,Student_3175,82,92
3176,Student_3176,89,53
3177,Student_3177,89,85
3178,Student_3178,98,52
3179,Student_3179,73,73
3180,Student_3180,61,68
3181,Student_3181,75,67
3182,Student_3182,88,90
3183,Student_3183,63,60
3184,Student_3184,94,96
3185,Student_3185,97,59
3186,Student_3186,93,63
3187,Student_3187,55,53
3188,Student_3188,67,96
3189,Student_3189,63,91
3190,Student_3190,99,80
3191,Student_3191,64,54
3192,Student_3192,75,94
3193,Student_3193,63,82
3194,Student_3194,65,55
3195,Student_3195,100,67
3196,Student_3196,70,55
3197,Student_3197,93,84
3198,Student_3198,95,79
3199,Student_3199,58,61
3200,Student_3200,77,80
3201,Student_3201,59,85
3202,Student_3202,73,78
3203,Student_3203,91,98
3204,Student_3204,57,72
3205,Student_3205,92,66
3206,Student_3206,83,60
3207,Student_3207,82,77
3208,Student_3208,52,72
3209,Student_3209,87,97
3210,Student_3210,93,66
3211,Student_3211,97,71
3212,Student_3212,78,97
3213,Student_3213,94,59
3214,Student_3214,99,93
3215,Student_3215,100,91
3216,Student_3216,100,92
3217,Student_3217,91,95
3218,Student_3218,97,67
3219,Student_3219,77,53
3220,Student_3220,54,97
3221,Student_3221,97,62
3222,Student_3222,71,52
3223,Student_3223,88,100
3224,Student_3224,76,55
3225,Student_3225,98,98
3226,Student_3226,62,76
3227,Student_3227,65,64
3228,Student_3228,65,52
3229,Student_3229,95,83
3230,Student_3230,71,69
3231,Student_3231,95,59
3232,Student_3232,78,64
3233,Student_3233,60,74
3234,Student_3234,70,98
3235,Student_3235,77,52
3236,Student_3236,78,100
3237,Student_3237,69,88
3238,Student_3238,84,66
3239,Student_3239,86,60
3240,Student_3240,89,74
3241,Student_3241,58,64
3242,Student_3242,72,55
3243,Student_3243,67,89
3244,Student_3244,85,57
3245,Student_3245,64,90
3246,Student_3246,83,60
3247,Student_3247,69,55
3248,Student_3248,71,89
3249,Student_3249,87,92
3250,Student_3250,82,86
3251,Student_3251,100,65
3252,Student_3252,85,55
3253,Student_3253,87,69
3254,Student_3254,72,72
3255,Student_3255,79,98
3256,Student_3256,66,81
3257,Student_3257,57,88
3258,Student_3258,96,73
3259,Student_3259,65,53
3260,Student_3260,68,68
3261,Student_3261,84,96
3262,Student_3262,50,65
3263,Student_3263,84,78
3264,Student_3264,96,63
3265,Student_3265,55,85
3266,Student_3266,67,85
3267,Student_3267,99,52
3268,Student_3268,53,81
3269,Student_3269,95,95
3270,Student_3270,98,57
3271,Student_3271,75,96
3272,Student_3272,82,95
3273,Student_3273,92,83
3274,Student_3274,52,76
3275,Student_3275,70,76
3276,Student_3276,58,84
3277,Student_3277,56,57
3278,Student_3278,72,68
3279,Student_3279,51,60
3280,Student_3280,69,56
3281,Student_3281,64,95
3282,Student_3282,85,92
3283,Student_3283,97,76
3284,Student_3284,76,65
3285,Student_3285,53,73
3286,Student_3286,98,90
3287,Student_3287,65,91
3288,Student_3288,60,65
3289,Student_3289,77,51
3290,Student_3290,55,75
3291,Student_3291,79,65
3292,Student_3292,52,65
3293,Student_3293,76,51
3294,Student_3294,61,88
3295,Student_3295,70,67
3296,Student_3296,83,91
3297,Student_3297,100,96
3298,Student_3298,100,86
3299,Student_3299,78,92
3300,Student_3300,63,76
3301,Student_3301,97,90
3302,Student_3302,58,55
3303,Student_3303,90,83
3304,Student_3304,84,94
3305,Student_3305,96,93
3306,Student_3306,55,66
3307,Student_3307,70,83
3308,Student_3308,56,92
3309,Student_3309,55,71
3310,Student_3310,74,77
3311,Student_3311,65,66
3312,Student_3312,84,95
3313,Student_3313,55,92
3314,Student_3314,59,82
3315,Student_3315,75,96
3316,Student_3316,87,99
3317,Student_3317,81,66
3318,Student_3318,55,64
3319,Student_3319,67,66
3320,Student_3320,71,63
3321,Student_3321,75,59
3322,Student_3322,79,69
3323,Student_3323,80,56
3324,Student_3324,94,81
3325,Student_3325,85,65
3326,Student_3326,75,83
3327,Student_3327,90,84
3328,Student_3328,81,52
3329,Student_3329,56,77
3330,Student_3330,62,79
3331,Student_3331,70,96
3332,Student_3332,100,53
3333,Student_3333,63,86
3334,Student_3334,84,66
3335,Student_3335,54,53
3336,Student_3336,59,74
3337,Student_3337,74,69
3338,Student_3338,88,61
3339,Student_3339,97,98
3340,Student_3340,67,63
3341,Student_3341,87,75
3342,Student_3342,60,81
3343,Student_3343,63,61
3344,Student_3344,96,64
3345,Student_3345,83,77
3346,Student_3346,75,73
3347,Student_3347,78,67
3348,Student_3348,53,63
3349,Student_3349,71,81
3350,Student_3350,57,90
3351,Student_3351,94,96
3352,Student_3352,99,66
3353,Student_3353,85,91
3354,Student_3354,60,67
3355,Student_3355,61,50
3356,Student_3356,66,88
3357,Student_3357,99,90
3358,Student_3358,65,78
3359,Student_3359,56,70
3360,Student_3360,78,69
3361,Student_3361,59,54
3362,Student_3362,88,92
3363,Student_3363,66,50
3364,Student_3364,96,53
3365,Student_3365,57,74
3366,Student_3366,50,87
3367,Student_3367,82,92
3368,Student_3368,64,90
3369,Student_3369,50,88
3370,Student_3370,90,73
3371,Student_3371,79,59
3372,Student_3372,66,59
3373,Student_3373,51,55
3374,Student_3374,95,74
3375,Student_3375,98,61
3376,Student_3376,61,68
3377,Student_3377,83,88
3378,Student_3378,90,52
3379,Student_3379,86,76
3380,Student_3380,99,67
3381,Student_3381,63,73
3382,Student_3382,99,65
3383,Student_3383,52,99
3384,Student_3384,64,77
3385,Student_3385,63,63
3386,Student_3386,65,78
3387,Student_3387,73,56
3388,Student_3388,54,59
3389,Student_3389,68,83
3390,Student_3390,100,97
3391,Student_3391,53,58
3392,Student_3392,100,99
3393,Student_3393,86,63
3394,Student_3394,52,100
3395,Student_3395,77,77
3396,Student_3396,85,79
3397,Student_3397,75,84
3398,Student_3398,91,99
3399,Student_3399,73,57
3400,Student_3400,82,81
3401,Student_3401,77,67
3402,Student_3402,96,70
3403,Student_3403,61,67
3404,Student_3404,68,100
3405,Student_3405,64,66
3406,Student_3406,50,81
3407,Student_3407,95,93
3408,Student_3408,71,54
3409,Student_3409,77,79
3410,Student_3410,81,93
3411,Student_3411,86,77
3412,Student_3412,75,97
3413,Student_3413,64,92
3414,Student_3414,86,64
3415,Student_3415,78,100
3416,Student_3416,53,51
3417,Student_3417,87,85
3418,Student_3418,71,100
3419,Student_3419,52,64
3420,Student_3420,72,65
3421,Student_3421,90,54
3422,Student_3422,80,52
3423,Student_3423,66,72
3424,Student_3424,91,73
3425,Student_3425,75,84
3426,Student_3426,88,74
3427,Student_3427,100,90
3428,Student_3428,78,86
3429,Student_3429,60,99
3430,Student_3430,94,56
3431,Student_3431,100,57
3432,Student_3432,61,72
3433,Student_3433,80,53
3434,Student_3434,50,63
3435,Student_3435,72,96
3436,Student_3436,74,70
3437,Student_3437,96,77
3438,Student_3438,83,53
3439,Student_3439,76,89
3440,Student_3440,76,74
3441,Student_3441,74,92
3442,Student_3442,61,67
3443,Student_3443,90,62
3444,Student_3444,73,86
3445,Student_3445,95,100
3446,Student_3446,86,69
3447,Student_3447,78,58
3448,Student_3448,93,56
3449,Student_3449,56,98
3450,Student_3450,91,93
3451,Student_3451,62,75
3452,Student_3452,67,95
3453,Student_3453,74,51
3454,Student_3454,99,70
3455,Student_3455,94,77
3456,Student_3456,98,79
3457,Student_3457,86,54
3458,Student_3458,63,69
3459,Student_3459,69,51
3460,Student_3460,78,58
3461,Student_3461,52,68
3462,Student_3462,99,72
3463,Student_3463,82,73
3464,Student_3464,85,88
3465,Student_3465,100,93
3466,Student_3466,96,91
3467,Student_3467,73,55
3468,Student_3468,91,96
3469,Student_3469,77,97
3470,Student_3470,85,97
3471,Student_3471,65,85
3472,Student_3472,92,95
